ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
25712,210000,2,2,2,27,1,1,1,1,1,1,93018,92703,98281,106903,94603,103485,55752,37578,55228,48460,39247,46585,0
25713,190000,1,1,2,29,2,1,2,2,2,2,51817,42230,46070,44006,41684,50444,9494,10655,9681,12145,11940,13284,1
25714,110000,2,2,1,46,1,0,0,0,0,1,61647,60664,62546,65873,56885,61687,24791,25623,41582,49525,25633,56531,0
25715,120000,2,2,2,34,1,1,1,1,1,1,52582,56811,53720,50581,49479,50641,28981,35995,39303,21087,22226,17711,0
25716,40000,2,4,2,21,0,0,0,1,0,0,12154,11963,11120,12490,14793,10931,8197,6462,6197,10497,11204,7791,0
25717,180000,2,2,1,55,2,2,2,2,2,2,123782,115767,105868,119947,128975,139315,15119,15291,18484,20897,25352,28490,1
25718,250000,1,1,1,24,2,2,2,2,2,2,15970,15792,14698,13412,16832,12095,4746,3943,4246,2821,3249,2367,0
25719,110000,2,2,1,29,-1,0,-1,0,-1,0,66602,52532,55334,60473,66703,58314,41063,52113,35545,36852,57945,53519,0
25720,50000,1,3,2,46,2,3,2,3,3,2,15371,13706,14778,12966,17374,13436,1570,1520,1929,2135,1329,1841,0
25721,60000,1,2,2,38,1,1,1,1,1,1,16153,15265,17808,16121,17159,16527,4273,6878,7469,7427,5455,7211,0
25722,150000,2,1,1,30,1,1,1,1,1,1,55852,49846,49420,50856,62741,44152,23801,19284,11679,27777,20191,19131,0
25723,140000,1,1,2,23,3,3,3,3,3,3,70805,53381,60186,67775,60871,48653,6400,6217,8376,3194,5160,5581,0
25724,210000,2,2,2,26,2,3,3,2,2,2,105522,110193,106589,116430,115573,97904,21243,21519,15224,6060,20774,19916,0
25725,130000,2,1,1,26,2,2,2,2,2,1,47433,42487,42989,53801,49956,45537,10469,10704,11150,14981,12620,11959,0
25726,160000,1,2,1,35,0,0,-1,0,0,0,141494,137411,140916,142895,159694,135732,125487,140725,91998,40362,105911,51316,1
25727,210000,2,1,2,36,1,2,1,1,1,1,79032,72405,75654,62216,70064,77572,25057,30930,37269,20113,29122,17358,0
25728,190000,2,1,1,33,1,2,2,2,2,2,29578,31247,25546,24520,28677,25483,6025,8990,7818,3619,6901,9649,0
25729,130000,2,2,1,34,0,-1,1,1,1,-1,83085,106704,85351,85552,96519,91487,43931,83780,69938,55746,64118,66859,0
25730,210000,1,2,1,25,3,3,3,3,3,3,57452,52611,56512,52623,57925,57692,6169,5183,6561,5902,5974,4837,1
25731,210000,2,1,1,37,2,3,2,2,2,2,84423,71398,72320,84970,97338,71990,17107,14140,11000,11369,23563,12431,0
25732,40000,1,3,2,46,1,1,1,1,1,1,27022,30837,25506,22110,28169,22512,7924,14983,8671,11731,9828,7744,0
25733,130000,1,2,1,33,1,1,0,0,0,0,47106,42842,43159,41377,39172,39880,30522,27853,33413,18927,26613,19451,0
25734,190000,2,1,2,33,2,2,2,2,2,2,55738,59531,54193,60056,57908,50922,7523,7256,11767,15062,10481,10675,0
25735,70000,2,3,2,35,1,0,0,1,0,0,13963,11789,11510,11318,12501,14214,7472,5042,8612,8425,5423,8386,0
25736,150000,1,2,1,45,1,1,2,2,2,2,33118,36165,35865,35914,38983,38344,8331,10784,9656,12357,14583,14353,0
25737,220000,1,1,1,26,3,3,3,3,3,3,99210,107151,103453,97140,113138,97997,10862,10695,7601,12287,15276,12310,0
25738,210000,2,1,1,48,3,3,3,2,3,3,123215,172924,171333,130190,127785,165857,21026,22606,21515,16100,16840,22667,0
25739,170000,2,2,1,38,2,1,2,2,1,1,25525,26453,26988,29876,28352,31151,10800,10279,10328,7477,9683,7758,1
25740,120000,2,3,2,35,1,1,1,1,1,1,53518,66626,66923,66506,60284,66618,21558,34421,16378,28925,20387,32217,0
25741,230000,2,1,2,45,0,0,0,0,0,1,32398,40981,38818,38990,35640,34027,35751,29111,38865,27567,35090,34676,0
25742,200000,1,2,2,24,0,0,1,1,0,0,127894,115769,119771,106505,87172,122208,56054,85530,101796,71883,64403,97642,0
25743,160000,1,1,2,39,2,3,3,3,3,3,47089,44684,42490,42832,51074,48217,8508,6790,7308,6175,5319,8760,0
25744,80000,2,2,1,38,3,3,3,3,3,3,47803,47164,46762,52407,42640,38354,1703,1002,1706,1404,954,929,1
25745,120000,1,3,1,26,1,1,1,1,1,1,11973,11916,10623,11323,11449,10979,4347,4456,5932,4104,6607,4636,0
25746,280000,1,1,1,39,3,2,2,2,2,2,218201,228116,236840,268996,202545,235785,39597,24647,48491,55256,18569,44833,0
25747,200000,1,1,1,37,2,2,3,2,2,2,124827,137065,134553,146659,129116,149235,25973,28104,18187,32703,24724,34854,0
25748,150000,1,1,1,33,3,3,3,3,3,3,71363,73539,91223,60078,70600,76251,4295,5394,8898,5792,6881,7701,0
25749,210000,2,1,2,42,1,1,1,1,1,0,30126,33103,41904,31137,32330,44343,15826,9406,20316,16368,11904,22413,0
25750,120000,2,1,2,29,1,1,1,1,1,1,26430,37988,33035,34020,32424,28565,12786,22393,19245,15817,18500,12347,0
25751,150000,2,2,1,37,1,1,0,1,0,0,71666,74921,78784,76994,68163,80720,34981,42324,53439,30751,33226,50110,0
25752,120000,1,1,1,33,2,2,2,2,3,3,53695,55485,56598,53868,47408,43407,11628,9239,12274,5247,8874,6864,0
25753,120000,2,2,1,29,2,2,2,2,2,2,17580,20787,21862,19281,17411,19043,4418,5367,3372,4343,4153,3552,0
25754,280000,2,1,2,39,2,2,2,1,2,2,112481,99687,103998,95170,102869,101415,32026,21402,27964,27497,33985,26640,1
25755,140000,2,1,2,33,1,1,1,1,1,1,44580,41558,39675,41521,51827,48858,21223,17660,15066,20830,22916,22961,0
25756,200000,2,1,2,21,3,3,3,3,3,3,98573,92621,87457,88286,63826,92140,12467,11944,12654,10014,7573,10263,0
25757,160000,1,2,2,21,1,1,1,1,1,1,21899,19691,21932,23899,20227,20869,9445,10148,9071,8364,8946,6967,0
25758,160000,1,1,2,42,2,2,2,2,2,2,9825,9452,10801,10148,9735,8677,2264,2104,1772,2070,1753,1527,0
25759,200000,1,2,2,24,2,2,2,2,2,2,56564,53564,61774,49656,52119,51982,15885,15386,16551,11244,11307,6776,1
25760,70000,2,3,2,37,1,1,1,1,1,1,20215,20810,17162,24000,25616,23994,7802,6440,7572,14184,9180,13449,0
25761,140000,2,2,2,35,1,1,1,1,1,1,120072,125107,122600,112779,97534,97619,30274,62055,26961,30835,29976,32505,1
25762,190000,2,1,3,31,1,1,1,1,1,1,107198,116051,114447,107801,130428,126149,26087,42724,41225,36337,55265,56941,0
25763,180000,2,2,1,52,0,0,0,0,1,0,82075,109136,79898,96831,83082,90854,52522,51024,70854,54791,60076,66767,0
25764,240000,2,2,2,36,1,1,2,1,2,1,206442,183278,171304,200033,189208,180302,63574,55223,64852,62193,62256,65247,0
25765,160000,1,1,2,41,3,3,3,3,3,3,83793,99753,88190,87259,80777,108932,2036,2993,2849,2958,2156,4209,0
25766,210000,2,1,2,37,2,2,2,3,3,3,56949,55081,58524,50276,58289,56770,9082,3580,8032,5797,5441,11875,1
25767,240000,2,1,1,32,1,1,0,0,1,1,72398,72977,77364,68938,78555,80700,39126,33454,33658,49211,38614,37324,0
25768,50000,1,3,2,34,1,0,1,0,-1,0,11818,10228,11149,10500,12427,9145,8072,7816,5506,8299,8675,6136,1
25769,140000,2,2,2,48,3,3,3,3,3,3,17455,15074,15921,18109,13591,17887,1198,956,896,1355,542,995,0
25770,180000,2,2,1,44,3,3,3,2,2,2,105925,78348,113849,82323,98820,87102,22526,8080,18552,13254,12911,11663,0
25771,130000,1,2,1,52,3,3,3,3,3,3,49406,41847,40700,42032,44930,44235,3875,3040,2587,3401,3294,3426,0
25772,120000,1,2,1,36,2,2,2,2,2,2,19909,26077,20897,23496,21470,24403,2898,3702,4402,5893,4574,3186,0
25773,20000,2,2,2,27,1,1,1,1,1,1,1260,1199,1069,1284,1459,1393,517,643,469,550,365,449,0
25774,110000,1,2,2,31,1,1,1,1,1,0,60109,52427,52448,54986,49906,49640,37006,26381,37671,39297,22251,24628,0
25775,120000,1,1,2,24,2,2,2,2,2,2,48728,50428,65291,60470,58969,58566,10394,15511,17981,15593,15527,17693,1
25776,190000,2,1,2,41,2,2,2,2,2,2,101271,127781,121483,144825,136097,122884,33471,24897,28307,33475,26050,31463,0
25777,50000,2,2,1,29,0,0,-1,0,0,0,23944,24575,22088,21040,25867,26425,24265,14560,14499,18281,21677,26839,0
25778,120000,1,2,1,21,1,1,1,1,1,1,17149,12372,17452,18228,13970,18749,10023,4700,11540,7760,6948,7930,0
25779,160000,2,2,1,57,3,3,3,3,3,3,5002,4347,4310,4539,4476,4615,128,206,173,193,177,159,0
25780,130000,2,2,2,29,1,1,1,1,1,1,38618,46973,39521,42848,37942,38525,13017,20555,13788,19117,15409,12161,0
25781,220000,1,1,1,29,3,2,2,2,2,3,71624,54153,74658,84427,68552,72769,12320,9750,12028,15249,13446,13857,0
25782,220000,1,1,2,50,2,1,1,1,1,1,67325,62291,60619,65041,71680,79553,33797,27150,27559,36341,32248,39981,1
25783,80000,2,2,2,24,1,1,1,1,1,1,38853,34535,32682,47195,34576,43406,11874,15074,9331,21884,13180,16870,0
25784,150000,1,2,1,45,2,2,2,2,2,2,49687,70440,54992,47642,67685,59199,14065,14346,12084,7705,16219,8733,1
25785,100000,2,1,2,29,3,3,3,3,3,3,47493,45233,48043,42488,47839,37987,2850,2933,3832,2209,3171,3752,1
25786,130000,2,2,2,23,3,3,3,3,3,3,49619,60151,55464,45853,51455,50900,1222,2120,2464,1833,2339,1429,0
25787,170000,2,1,2,50,2,1,1,1,2,1,88080,105520,78713,100805,80694,83100,35739,43099,18146,31905,23586,22090,0
25788,180000,2,1,1,43,3,2,2,2,2,2,146745,116460,105946,130748,135735,117802,31229,16564,21353,19447,21771,16304,0
25789,130000,2,2,2,43,0,0,0,1,0,0,66426,90576,69166,63889,64547,73460,37300,52331,35499,44664,54466,35845,0
25790,160000,2,2,2,38,3,3,3,3,3,3,70164,70184,63009,61374,62320,65771,4731,4830,5626,4367,6221,4893,1
25791,90000,1,3,1,40,1,1,1,1,1,1,43114,44454,39797,53755,35813,39175,13343,15814,7909,24751,17866,24949,0
25792,160000,1,1,1,23,2,1,1,1,1,1,39831,34067,42420,35788,42527,37429,5224,10748,9915,13207,11271,6696,0
25793,60000,2,2,1,36,1,1,1,1,0,0,1495,1312,1585,1145,1306,1317,752,628,970,332,791,759,0
25794,210000,2,1,1,26,3,3,3,3,3,3,86584,80781,91460,85120,83840,100255,5266,4443,7586,5794,5320,5140,0
25795,130000,2,1,1,22,2,2,2,2,2,1,8685,6520,8016,8063,8968,9978,2350,1714,1748,1964,2198,2209,0
25796,80000,2,2,2,38,3,3,3,3,3,3,27123,29280,29311,27918,33831,30424,1799,1702,1999,1738,1395,2216,0
25797,50000,1,3,1,45,3,3,3,3,3,3,12690,16372,14482,15533,11306,14100,1761,3102,2625,2175,1468,1923,0
25798,220000,1,1,1,31,1,1,1,0,0,1,186286,209458,185575,199760,151690,190821,107662,169214,132218,98041,141310,140789,0
25799,190000,1,1,1,33,2,2,2,2,2,2,119618,126326,138520,137470,137972,145521,25563,24730,30094,29694,31468,24863,0
25800,110000,2,3,2,24,1,1,1,1,1,2,47931,45393,43850,48012,56438,51992,11815,22062,19273,18708,24954,23790,0
25801,100000,2,2,1,35,2,2,2,2,2,2,36042,40361,44539,33860,38395,49092,9779,9773,10658,4875,7433,10440,0
25802,190000,1,1,2,41,2,1,1,1,1,2,147285,119586,140079,118483,171086,111074,46616,30302,57727,52885,59869,42254,0
25803,220000,2,2,1,42,1,1,1,1,1,2,70398,80420,96387,83173,81893,84451,16817,27093,33547,24625,30824,21429,1
25804,130000,1,2,3,39,2,2,2,2,2,2,80897,79245,83887,73920,57778,80737,14885,18277,21382,12247,8755,18998,1
25805,100000,1,2,3,29,2,2,2,2,2,2,16849,17570,16784,15808,15932,18674,3591,3415,2276,2495,3286,3723,0
25806,120000,1,2,3,29,0,0,0,0,0,1,59223,63938,76871,69640,77409,68259,27431,48009,61223,47382,51520,53554,0
25807,120000,2,3,1,42,2,2,2,2,2,2,39814,38319,44973,37279,42109,41454,9843,10398,14639,7794,8206,10571,0
25808,250000,2,1,1,42,1,1,1,1,1,1,83723,95751,79072,94291,81764,99234,27891,30664,28969,35383,39188,40947,0
25809,90000,1,1,2,33,3,3,3,3,3,3,51581,50083,51920,50816,53606,52940,2950,1761,3550,2244,3177,4232,0
25810,130000,1,2,2,31,2,2,2,2,2,2,29917,24795,26236,26032,29145,27391,9092,7811,4760,5307,6121,8273,0
25811,170000,2,1,2,45,1,2,2,1,2,1,84463,75019,87064,90826,78457,97986,23732,24608,25394,30254,21604,8972,0
25812,130000,2,2,1,31,3,3,3,3,3,3,73106,68354,66844,73498,77458,63896,4995,3735,2941,6090,4786,3803,0
25813,110000,2,2,2,41,2,2,3,2,2,2,41122,42737,45854,45579,29707,44232,8328,10593,9901,8996,5873,5827,0
25814,150000,2,1,2,33,-1,0,0,0,0,-1,70246,77256,76232,62750,65264,77709,40267,64038,51880,64730,57323,80129,0
25815,40000,2,3,1,25,2,1,2,2,2,1,10661,9838,13156,13190,11442,12119,2341,2186,3987,3568,2534,2641,0
25816,160000,2,1,1,49,2,2,2,2,2,1,104878,103448,106833,98085,95824,91541,13656,23741,21056,14886,16545,18139,0
25817,130000,2,2,2,36,1,1,1,1,1,1,98199,101558,96442,97605,80438,99700,47236,59786,39050,44901,38990,47512,0
25818,130000,1,2,1,28,2,2,2,1,1,1,55481,55707,68399,61153,58191,67010,9840,18773,12379,10451,11978,17504,1
25819,210000,2,1,1,22,2,3,2,3,2,3,33269,39590,36631,34180,33234,36684,4711,6572,4393,4229,4373,5075,0
25820,140000,1,2,2,23,3,3,3,3,3,3,60491,54011,51327,43818,49692,57372,3530,1964,2782,2779,3652,3821,1
25821,140000,2,2,2,31,1,2,1,1,1,1,110634,102804,121492,116836,106453,113200,46139,39012,39564,52444,54264,41932,0
25822,180000,2,2,1,52,0,1,0,1,0,1,63291,52790,59693,49248,68052,66117,42560,42976,23782,28439,48953,31966,0
25823,90000,2,2,2,29,2,2,2,2,2,3,60085,55527,55140,57842,39860,48336,11170,12750,6358,10834,6444,7943,0
25824,170000,1,1,1,48,1,1,2,1,2,1,17690,13766,15026,16974,16438,12879,4670,4460,5877,6514,8754,5145,0
25825,120000,2,2,2,33,3,2,2,3,3,2,14831,15232,11858,14178,15028,13927,1597,2319,2190,1882,2662,2116,0
25826,180000,2,1,2,24,1,1,1,1,1,1,55840,57964,46531,61944,59704,52702,25286,24639,16867,17585,28225,19499,0
25827,220000,1,1,2,30,0,0,0,0,0,0,95561,97220,112725,104007,118584,122840,65160,100044,82620,96982,80720,109291,0
25828,190000,1,1,2,23,1,1,1,1,1,1,89288,117217,106631,101970,76069,99405,57790,79112,73021,62640,39901,42677,0
25829,130000,1,3,1,27,1,2,2,2,2,2,45756,48656,38520,43701,55425,45384,9483,11263,13329,10070,15868,12762,1
25830,200000,2,2,2,27,1,1,1,1,1,1,45414,47608,55077,50352,55069,54160,12403,20343,24007,25206,21027,19542,0
25831,120000,1,2,2,21,1,1,1,1,1,2,42276,50033,47930,53700,43651,50078,14664,15246,18006,14015,12459,17171,1
25832,80000,1,2,1,48,1,1,1,1,1,1,41878,38197,50149,42150,37151,47993,19115,19055,20246,21770,20151,28361,0
25833,140000,1,3,2,36,3,3,3,3,3,3,68981,67348,79103,70631,78975,58049,3259,2816,5412,3835,5690,2779,0
25834,80000,2,3,1,28,2,2,2,2,2,2,47462,45900,48984,40078,36991,41009,11239,12277,13332,13570,10062,9884,1
25835,180000,2,1,2,36,1,1,2,2,1,2,62750,60818,68280,61499,59884,68824,16279,23687,29071,23619,21295,23519,0
25836,210000,1,1,2,27,3,3,3,3,3,3,68767,83148,75078,65714,78779,86290,5673,3730,5757,4561,6362,6029,0
25837,180000,2,1,1,21,1,1,1,1,1,1,39679,44769,36481,46981,41769,36954,18002,30986,24829,25120,14814,18925,0
25838,150000,2,2,1,61,3,3,3,3,3,3,84749,111332,101336,102751,112887,108850,10577,14357,15726,11375,13360,16330,1
25839,190000,1,1,2,36,2,2,2,2,2,2,53019,54723,61096,49111,57999,65958,11291,13997,10358,11632,10414,11247,0
25840,50000,2,3,1,29,1,1,1,1,1,1,36244,37261,37243,35181,37774,36532,10818,14785,14572,16178,13766,12119,0
25841,100000,2,2,2,21,2,2,1,1,2,2,27886,30062,34488,28266,35028,25974,9848,10213,12465,6419,12968,9729,0
25842,230000,2,1,1,21,3,3,3,2,3,3,56674,57124,49798,48291,53151,62359,5172,6209,8157,7673,7414,6569,0
25843,240000,2,1,2,49,3,2,2,3,3,2,28858,26676,28863,25596,26169,25550,4005,4343,3825,2259,4032,4735,0
25844,200000,2,1,2,48,2,2,2,2,2,2,38929,44001,38648,36326,40740,42060,9580,10960,9740,5314,11693,7869,0
25845,140000,2,2,2,41,1,0,1,1,1,1,60519,66745,43075,63163,57385,58946,34756,25897,20309,29258,35043,17874,0
25846,110000,2,3,1,24,1,1,1,1,2,2,55655,48219,43130,56167,64525,48060,19475,18640,16934,17933,18320,22182,0
25847,140000,2,2,2,48,1,1,0,1,1,1,72948,98150,76287,63641,83790,73170,44772,31903,43501,20477,46706,33073,0
25848,150000,2,2,1,39,2,2,1,1,1,1,83794,85363,76600,86285,86368,71163,20108,24933,23512,24686,26870,23029,0
25849,270000,1,1,1,40,0,1,0,0,1,0,103278,145827,137516,127908,117302,140744,49175,46113,114671,69934,71339,71335,0
25850,150000,2,3,1,39,2,2,2,2,2,2,42806,49626,51942,44072,41904,39236,10067,10081,9103,9528,7236,9494,0
25851,140000,2,1,2,21,0,0,0,0,0,0,24279,22229,22705,21696,29101,26925,17939,12190,19307,21574,15586,18343,0
25852,90000,2,3,1,24,2,3,2,2,2,2,33654,33783,41095,29301,37089,30451,5554,6463,6285,5170,8450,4111,0
25853,90000,1,2,1,30,3,3,3,3,3,3,17810,15472,18301,16441,18508,18438,358,232,278,456,311,629,1
25854,170000,1,2,1,40,3,3,3,3,3,3,67091,64442,73075,51851,70310,52865,9277,4429,8610,8470,6334,5926,0
25855,100000,2,2,1,22,3,2,3,3,3,3,80114,72583,81051,72210,82433,79619,13742,10957,11360,11575,10413,11842,1
25856,260000,2,1,2,33,-1,0,0,0,0,0,133654,136740,126902,147724,130735,150367,136368,97839,112450,104099,129394,122112,0
25857,40000,1,3,2,33,2,2,2,2,2,2,24968,25132,22833,22418,25718,24013,3960,5832,5313,5876,4969,3922,0
25858,50000,2,3,2,42,1,1,1,0,1,1,18878,15816,17093,18332,17919,18911,10193,8443,7647,6467,8705,10077,0
25859,140000,1,1,1,41,1,2,2,2,2,2,49279,45853,61185,48198,70304,52116,10684,21153,16805,14840,16497,10440,0
25860,160000,1,1,1,25,0,1,1,1,1,1,117399,95649,102075,111597,113502,89540,50220,36265,41437,49172,57228,39182,0
25861,160000,1,2,2,48,3,3,3,3,3,3,56773,60199,55308,53887,45310,45761,2980,4085,5211,3923,2925,3810,1
25862,180000,1,2,2,24,1,1,1,1,1,1,30589,38799,35747,30958,43997,42175,10346,14146,15290,15766,16447,23897,0
25863,160000,2,1,1,44,3,3,3,3,3,3,75226,76414,79655,77446,81359,65596,8743,8511,8744,14190,11721,9275,1
25864,170000,1,2,2,30,0,0,0,0,0,1,5830,5794,5739,5988,4956,6298,2717,3881,3480,2649,3426,4017,0
25865,180000,2,1,1,36,2,2,2,2,2,3,137491,135216,123074,116966,161972,134969,32326,24579,13836,17771,30331,20518,0
25866,40000,2,3,1,37,2,2,2,2,2,2,8641,8465,7568,8810,8630,7907,1683,1763,1786,1598,2407,950,0
25867,180000,1,2,1,36,3,3,3,3,3,3,39286,40828,39946,51334,43695,37930,4210,3654,2418,5123,4788,3399,0
25868,180000,2,1,2,41,1,1,1,0,1,0,88308,77237,85135,60762,80162,74084,60928,45538,51740,34944,54604,55198,0
25869,70000,2,3,2,38,1,1,1,1,1,1,24932,25058,35093,29644,33396,30262,5163,10489,10346,5093,13077,10441,0
25870,260000,1,1,2,42,3,3,3,3,3,3,127850,118633,114378,105783,119104,116231,13522,8114,9534,8330,10314,8914,0
25871,180000,2,2,1,39,1,1,1,1,1,1,116414,114770,132235,111291,113842,115310,43603,79800,87846,51956,66508,75061,0
25872,230000,2,2,1,23,2,2,2,2,2,2,43435,36967,40081,45322,44639,41296,13087,7007,12458,7198,13458,10860,0
25873,130000,2,2,2,37,3,3,3,3,3,3,58159,66620,57933,65692,56888,71619,3726,4526,2766,4375,4374,3247,0
25874,100000,2,3,1,29,2,2,2,2,2,2,10584,12450,11417,11905,12587,12779,2835,3230,2025,3381,3881,3282,0
25875,90000,1,2,2,25,2,2,2,1,1,1,38857,50373,41668,33527,44136,44374,13216,21848,14372,14317,17247,16757,0
25876,120000,2,3,1,32,3,2,3,2,3,2,97428,87579,83869,74390,95289,79922,12384,13642,12345,11142,8541,13441,0
25877,70000,2,3,2,36,3,3,2,3,3,3,29102,28424,25477,22117,27586,20583,4869,2341,4117,3731,4016,3460,0
25878,100000,2,2,2,37,2,2,2,2,2,2,34289,38707,28706,34958,35505,34042,4863,8504,5722,6863,7871,7850,0
25879,120000,1,2,1,44,1,1,1,1,1,1,48389,40561,43815,43687,43931,39594,18384,21132,19177,19095,23451,15189,0
25880,200000,2,1,2,46,2,1,2,2,2,1,55505,65198,57373,68795,64822,61729,15971,23882,14860,22342,27021,20350,0
25881,300000,2,1,2,38,2,3,2,3,3,2,47101,37135,43918,43437,37270,38372,6865,4507,6393,6093,6091,4378,0
25882,150000,2,2,1,39,2,2,2,2,2,2,70267,73205,66146,67457,70776,76176,10527,22927,18197,15783,11108,20468,0
25883,180000,2,1,2,35,3,3,3,3,3,3,51096,55544,51900,48588,52598,51091,2949,3913,3832,2977,4954,4321,0
25884,220000,1,1,1,41,3,3,3,3,3,3,155371,166396,169460,165672,185125,193382,17794,21576,16805,30066,22027,31920,0
25885,100000,2,3,2,39,0,0,0,1,0,1,20225,18383,17121,18616,23004,19019,13709,10066,11410,12709,12709,12388,0
25886,30000,2,3,1,34,2,2,3,2,3,2,17379,17803,20002,20292,15727,19414,2788,2562,3264,3360,2438,3902,1
25887,160000,2,2,2,54,3,3,3,3,3,3,10777,11068,11290,11601,9786,13159,644,521,387,512,482,823,1
25888,140000,2,3,1,30,0,0,0,0,0,1,23779,28556,29774,22833,20804,25918,14749,16189,23412,12344,10132,22445,1
25889,190000,2,1,2,48,3,3,3,3,3,3,182753,172051,157580,132229,136369,157125,22798,17578,12113,9414,13731,14742,0
25890,200000,2,1,2,22,3,3,3,3,3,3,160614,139814,152278,158810,147030,167516,9997,7755,13999,12851,6737,11040,0
25891,100000,2,3,1,42,1,1,1,2,1,1,19505,22807,26705,24830,19736,21385,9572,7443,12594,10949,8031,9205,0
25892,190000,2,2,2,47,1,1,1,1,1,0,130697,129761,150364,123743,127400,108828,51776,79985,75282,71683,85755,58229,0
25893,120000,1,2,1,21,1,1,1,2,1,1,63799,64168,57004,74067,76831,62522,28633,31958,21777,27204,23325,34127,0
25894,80000,2,3,1,36,3,3,3,3,3,3,22175,19238,24635,21437,23273,23953,1649,903,2805,1698,2157,2143,0
25895,200000,2,1,1,41,1,1,1,1,1,1,71494,72646,66344,86067,80407,77896,18937,22302,29343,32089,34271,31368,0
25896,120000,2,2,3,37,1,1,1,2,1,1,54532,55468,66326,54337,67518,56488,17745,20995,28376,19853,24765,21304,0
25897,110000,2,2,1,38,2,2,2,2,2,2,19590,25567,26687,21513,24482,25008,4268,6628,6225,3346,4879,4486,0
25898,170000,2,2,2,36,1,2,2,2,1,1,60783,60293,56249,71534,60085,54876,15323,12448,18193,19395,17614,10556,0
25899,180000,1,2,1,25,0,0,0,1,1,0,54868,45098,47495,55670,51144,50215,33845,31082,26883,27183,37601,22739,1
25900,130000,1,2,1,56,3,3,2,3,3,3,73732,78499,71092,83796,68493,77940,13948,10451,8640,14550,7123,12388,0
25901,70000,2,3,1,30,1,1,1,0,1,0,44410,52982,41002,40840,44569,39942,22741,38268,14788,26136,25484,26088,0
25902,190000,1,1,2,38,2,1,1,2,2,1,96622,99481,93361,96013,83089,114984,41817,25789,41095,37725,22995,37986,0
25903,160000,2,2,1,29,2,1,1,1,1,2,111777,99499,98667,106857,114696,114190,44917,39938,34710,34065,49708,29413,1
25904,120000,1,2,2,21,0,0,0,1,0,1,17875,24256,20773,16878,13750,15090,13609,18652,12750,7706,8431,12430,0
25905,120000,1,2,2,26,1,1,1,1,1,1,48950,50084,39830,50317,45332,46400,23331,18765,17240,21200,22158,17548,0
25906,100000,2,3,1,21,2,2,1,2,2,2,32922,28847,35359,30366,28895,32647,8082,8184,8709,3304,7057,10002,0
25907,160000,1,1,3,44,3,3,3,3,3,3,51335,59700,57017,55682,59952,55680,4164,6059,7326,5086,10550,6614,0
25908,80000,2,3,2,29,3,3,3,3,3,3,68502,72345,65929,66283,57020,68138,7639,11228,3406,5404,5419,8411,0
25909,10000,1,2,1,30,2,2,2,2,2,2,2832,2287,2719,2557,2723,2683,731,424,714,589,612,406,0
25910,190000,2,1,2,25,1,1,1,1,1,1,42498,41856,48654,44744,42230,41452,15464,15034,19792,19305,17492,18950,0
25911,190000,1,1,1,35,2,2,2,2,2,2,63552,65623,62107,68690,58336,59219,21640,17434,10796,11087,10538,17103,0
25912,200000,1,1,2,28,1,0,1,1,1,1,75572,72653,79030,68400,100584,77951,26697,21069,53539,29561,45230,33902,0
25913,110000,2,1,1,43,1,1,1,1,1,1,22208,24746,18308,22655,20956,26356,13269,12497,11363,9553,9440,9073,0
25914,110000,1,2,2,37,1,1,1,0,0,1,89980,91911,92463,95625,90753,85615,43031,43838,51523,53300,54790,39487,0
25915,220000,2,1,2,29,1,1,1,1,1,1,31647,35683,33241,37238,32526,32447,12840,15427,15960,22243,10890,12661,0
25916,240000,1,2,2,42,3,3,3,3,3,2,73956,88258,80177,80767,78133,75421,10328,4460,11262,10941,10022,9437,0
25917,120000,1,3,1,35,1,1,1,1,1,1,31977,30631,27178,35379,36419,35362,10835,10743,11196,18674,32279,17930,0
25918,220000,2,2,2,35,3,3,3,3,3,3,144699,130379,129030,138595,128581,132218,1405,1322,847,1270,1059,975,1
25919,190000,1,2,1,21,1,1,0,0,0,0,28587,26284,23706,28344,27883,33255,18953,18083,20825,13857,17318,25397,0
25920,200000,1,1,1,34,3,3,3,3,3,3,57497,59044,69676,51297,62809,65813,6243,5228,9099,6314,7740,11635,0
25921,180000,2,2,2,37,0,1,1,1,0,1,78276,73429,73639,68789,87974,87074,53653,43666,48999,46942,61198,69956,0
25922,170000,2,3,2,47,1,1,1,1,1,1,104724,87821,90454,88996,91396,91005,33588,38301,30955,42179,33998,34686,0
25923,140000,2,2,2,28,2,2,2,2,2,2,9544,7990,9841,10986,10373,7442,1809,1497,1614,2468,2022,1298,0
25924,160000,1,1,2,55,1,1,0,0,1,0,32803,29970,26800,24735,32337,32204,17850,13810,16968,16715,19025,23944,0
25925,210000,2,1,2,40,0,0,-1,0,0,-1,83687,88233,83278,77200,67745,94323,88350,91920,90230,62497,64142,69754,0
25926,180000,1,1,2,21,1,1,1,1,1,1,82206,100672,83551,98534,87965,90559,49393,59596,59348,64479,40220,71677,0
25927,120000,2,2,1,27,3,3,3,3,3,3,37534,38750,35696,35871,37234,36379,6087,4481,4318,4060,4006,4190,0
